codes,description
17872811000001100,Prednisone 1mg modified-release tablets
17873011000001102,Prednisone 1mg modified-release tablets
17872911000001104,Lodotra 1mg modified-release tablets (Napp Pharmaceuticals Ltd)
17873111000001100,Lodotra 1mg modified-release tablets (Napp Pharmaceuticals Ltd)
17873211000001108,Prednisone 2mg modified-release tablets
17873411000001106,Prednisone 2mg modified-release tablets
17873611000001108,Prednisone 2mg modified-release tablets
17873311000001104,Lodotra 2mg modified-release tablets (Napp Pharmaceuticals Ltd)
17873511000001104,Lodotra 2mg modified-release tablets (Napp Pharmaceuticals Ltd)
17873711000001100,Lodotra 2mg modified-release tablets (Napp Pharmaceuticals Ltd)
17873811000001108,Prednisone 5mg modified-release tablets
17874011000001100,Prednisone 5mg modified-release tablets
17874211000001104,Prednisone 5mg modified-release tablets
17873911000001104,Lodotra 5mg modified-release tablets (Napp Pharmaceuticals Ltd)
17874111000001104,Lodotra 5mg modified-release tablets (Napp Pharmaceuticals Ltd)
17874311000001102,Lodotra 5mg modified-release tablets (Napp Pharmaceuticals Ltd)
19525311000001104,Methylprednisolone aceponate 0.1% ointment
19522211000001108,Methylprednisolone aceponate 0.1% ointment
19522311000001100,Advantan 0.1% ointment (Imported (Germany))
19522411000001108,Advantan 0.1% ointment (Imported (Germany))
19743911000001108,Budesonide 9mg gastro-resistant granules sachets
19737711000001100,Budesonide 9mg gastro-resistant granules sachets
19738311000001104,Budenofalk 9mg gastro-resistant granules sachets (Dr. Falk Pharma UK Ltd)
19738511000001108,Budenofalk 9mg gastro-resistant granules sachets (Dr. Falk Pharma UK Ltd)
20455311000001104,Hydrocortisone 1mg capsules
20428511000001100,Hydrocortisone 1mg capsules
20428711000001104,Hydrocortisone 1mg capsules (Special Order)
20428911000001108,Hydrocortisone 1mg capsules (Special Order)
317678004,Hydrocortisone 25mg suppositories
20549211000001100,Hydrocortisone 25mg suppositories
20549311000001108,Hydrocortisone 25mg suppositories (Special Order)
20549411000001104,Hydrocortisone 25mg suppositories (Special Order)
21496411000001104,Hydrocortisone 5mg modified-release tablets
21494511000001104,Hydrocortisone 5mg modified-release tablets
21494611000001108,Plenadren 5mg modified-release tablets (Shire Pharmaceuticals Ltd)
21494711000001100,Plenadren 5mg modified-release tablets (Shire Pharmaceuticals Ltd)
21496311000001104,Hydrocortisone 20mg modified-release tablets
21494811000001108,Hydrocortisone 20mg modified-release tablets
21494911000001104,Plenadren 20mg modified-release tablets (Shire Pharmaceuticals Ltd)
21495011000001104,Plenadren 20mg modified-release tablets (Shire Pharmaceuticals Ltd)
22153811000001100,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules
22084811000001100,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules
33746911000001104,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules
22084911000001104,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (hameln pharma Ltd)
22085011000001104,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (hameln pharma Ltd)
33747011000001104,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (hameln pharma Ltd)
22127411000001108,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (A A H Pharmaceuticals Ltd)
22127611000001108,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (A A H Pharmaceuticals Ltd)
33866511000001104,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (A A H Pharmaceuticals Ltd)
28039811000001104,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)
28039911000001108,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)
33768911000001108,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)
38565011000001104,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (Panpharma UK Ltd)
38565111000001104,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (Panpharma UK Ltd)
24350911000001104,Dexamethasone 10mg/5ml oral solution sugar free
24343111000001108,Dexamethasone 10mg/5ml oral solution sugar free
28876711000001104,Dexamethasone 10mg/5ml oral solution sugar free
24343211000001104,Dexamethasone 10mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)
24343411000001104,Dexamethasone 10mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)
24416211000001108,Dexamethasone 10mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
24416311000001104,Dexamethasone 10mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
29223711000001100,Dexamethasone 10mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
24421311000001104,Dexamethasone 10mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
24421411000001108,Dexamethasone 10mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
28876811000001104,Dexamethasone 10mg/5ml oral solution sugar free (Advanz Pharma)
28876911000001100,Dexamethasone 10mg/5ml oral solution sugar free (Advanz Pharma)
29803311000001100,Dexamethasone 10mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc)
29803411000001108,Dexamethasone 10mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc)
24580511000001100,Dexamethasone 10mg capsules
24569611000001104,Dexamethasone 10mg capsules
24569711000001104,Dexamethasone 10mg capsules (Special Order)
24569811000001104,Dexamethasone 10mg capsules (Special Order)
27957911000001104,Dexamethasone (base) 3.8mg/1ml solution for injection vials
27943311000001108,Dexamethasone (base) 3.8mg/1ml solution for injection vials
27943411000001100,Dexamethasone (base) 3.8mg/1ml solution for injection vials (Aspen Pharma Trading Ltd)
27943511000001100,Dexamethasone (base) 3.8mg/1ml solution for injection vials (Aspen Pharma Trading Ltd)
28040011000001104,Dexamethasone (base) 3.8mg/1ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)
28040111000001104,Dexamethasone (base) 3.8mg/1ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)
28041311000001104,Dexamethasone (base) 3.8mg/1ml solution for injection vials (A A H Pharmaceuticals Ltd)
28041411000001104,Dexamethasone (base) 3.8mg/1ml solution for injection vials (A A H Pharmaceuticals Ltd)
28422811000001104,Hydrocortisone 5mg/5ml oral solution
28418611000001104,Hydrocortisone 5mg/5ml oral solution
28418711000001104,Hydrocortisone 5mg/5ml oral solution (Special Order)
28418811000001104,Hydrocortisone 5mg/5ml oral solution (Special Order)
28808611000001100,Prednisolone 2.5mg tablets
28798011000001108,Prednisolone 2.5mg tablets
32772811000001104,Prednisolone 2.5mg tablets
28798211000001104,Pevanti 2.5mg tablets (Advanz Pharma)
28798311000001104,Pevanti 2.5mg tablets (Advanz Pharma)
32772911000001108,Prednisolone 2.5mg tablets (Accord Healthcare Ltd)
32773011000001100,Prednisolone 2.5mg tablets (Accord Healthcare Ltd)
32776111000001108,Prednisolone 2.5mg tablets (A A H Pharmaceuticals Ltd)
32776211000001104,Prednisolone 2.5mg tablets (A A H Pharmaceuticals Ltd)
39172911000001104,Prednisolone 2.5mg tablets (Medihealth (Northern) Ltd)
39173011000001104,Prednisolone 2.5mg tablets (Medihealth (Northern) Ltd)
28808411000001104,Prednisolone 10mg tablets
28799211000001108,Prednisolone 10mg tablets
32772011000001108,Prednisolone 10mg tablets
28799311000001104,Pevanti 10mg tablets (Advanz Pharma)
28799411000001104,Pevanti 10mg tablets (Advanz Pharma)
32771211000001104,Prednisolone 10mg tablets (Accord Healthcare Ltd)
32772511000001100,Prednisolone 10mg tablets (Accord Healthcare Ltd)
32776311000001104,Prednisolone 10mg tablets (A A H Pharmaceuticals Ltd)
32776411000001104,Prednisolone 10mg tablets (A A H Pharmaceuticals Ltd)
39169811000001104,Prednisolone 10mg tablets (Medihealth (Northern) Ltd)
39170211000001104,Prednisolone 10mg tablets (Medihealth (Northern) Ltd)
28808711000001108,Prednisolone 20mg tablets
28799511000001104,Prednisolone 20mg tablets
32773111000001104,Prednisolone 20mg tablets
28799611000001108,Pevanti 20mg tablets (Advanz Pharma)
28799711000001100,Pevanti 20mg tablets (Advanz Pharma)
32773211000001104,Prednisolone 20mg tablets (Accord Healthcare Ltd)
32773311000001104,Prednisolone 20mg tablets (Accord Healthcare Ltd)
32776511000001100,Prednisolone 20mg tablets (A A H Pharmaceuticals Ltd)
32776611000001100,Prednisolone 20mg tablets (A A H Pharmaceuticals Ltd)
28881311000001104,Dexamethasone 20mg/5ml oral solution sugar free
28877011000001104,Dexamethasone 20mg/5ml oral solution sugar free
28877111000001100,Dexamethasone 20mg/5ml oral solution sugar free (Advanz Pharma)
28877211000001108,Dexamethasone 20mg/5ml oral solution sugar free (Advanz Pharma)
29224011000001100,Dexamethasone 20mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
29224111000001104,Dexamethasone 20mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
29094911000001100,Budesonide 9mg modified-release tablets
29094111000001104,Budesonide 9mg modified-release tablets
29094211000001108,Cortiment 9mg modified-release tablets (Ferring Pharmaceuticals Ltd)
29094311000001100,Cortiment 9mg modified-release tablets (Ferring Pharmaceuticals Ltd)
29424511000001108,Prednisolone 5mg/5ml oral solution unit dose
29361011000001100,Prednisolone 5mg/5ml oral solution unit dose
29361211000001104,Prednisolone 5mg/5ml oral solution unit dose (Logixx Pharma Solutions Ltd)
29361511000001108,Prednisolone 5mg/5ml oral solution unit dose (Logixx Pharma Solutions Ltd)
29559211000001100,Prednisolone 5mg/5ml oral solution unit dose (A A H Pharmaceuticals Ltd)
29559411000001100,Prednisolone 5mg/5ml oral solution unit dose (A A H Pharmaceuticals Ltd)
32688311000001104,Prednisolone 5mg/5ml oral solution unit dose (Alliance Healthcare (Distribution) Ltd)
32688411000001104,Prednisolone 5mg/5ml oral solution unit dose (Alliance Healthcare (Distribution) Ltd)
29904211000001104,Prednisolone 10mg/ml oral solution sugar free
29879011000001108,Prednisolone 10mg/ml oral solution sugar free
29879111000001104,Prednisolone 10mg/ml oral solution sugar free (Advanz Pharma)
29879211000001104,Prednisolone 10mg/ml oral solution sugar free (Advanz Pharma)
30129111000001104,Prednisolone 10mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd)
30129211000001108,Prednisolone 10mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd)
37778511000001104,Prednisolone 10mg/ml oral solution sugar free (DE Pharmaceuticals)
37778611000001104,Prednisolone 10mg/ml oral solution sugar free (DE Pharmaceuticals)
37941611000001104,Prednisolone 10mg/ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
37941711000001110,Prednisolone 10mg/ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
39174011000001104,Prednisolone 10mg/ml oral solution sugar free (Medihealth (Northern) Ltd)
39174111000001104,Prednisolone 10mg/ml oral solution sugar free (Medihealth (Northern) Ltd)
31141511000001104,Dexamethasone 400microgram capsules
31138711000001104,Dexamethasone 400microgram capsules
31138811000001104,Dexamethasone 400microgram capsules (Special Order)
31138911000001100,Dexamethasone 400microgram capsules (Special Order)
32071811000001108,Dexamethasone 2mg soluble tablets sugar free
31959711000001108,Dexamethasone 2mg soluble tablets sugar free
31959911000001104,Dexamethasone 2mg soluble tablets sugar free (Glenmark Pharmaceuticals Europe Ltd)
31960111000001108,Dexamethasone 2mg soluble tablets sugar free (Glenmark Pharmaceuticals Europe Ltd)
32400911000001104,Dexamethasone 2mg soluble tablets sugar free (A A H Pharmaceuticals Ltd)
32401011000001104,Dexamethasone 2mg soluble tablets sugar free (A A H Pharmaceuticals Ltd)
32418411000001104,Dexamethasone 2mg soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd)
32418511000001104,Dexamethasone 2mg soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd)
34743111000001108,Glensoludex 2mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd)
34743311000001104,Glensoludex 2mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd)
37602611000001104,Dexamethasone 2mg soluble tablets sugar free (DE Pharmaceuticals)
37602711000001104,Dexamethasone 2mg soluble tablets sugar free (DE Pharmaceuticals)
32072011000001104,Dexamethasone 8mg soluble tablets sugar free
31960911000001104,Dexamethasone 8mg soluble tablets sugar free
31961311000001100,Dexamethasone 8mg soluble tablets sugar free (Glenmark Pharmaceuticals Europe Ltd)
31961411000001108,Dexamethasone 8mg soluble tablets sugar free (Glenmark Pharmaceuticals Europe Ltd)
32401311000001100,Dexamethasone 8mg soluble tablets sugar free (A A H Pharmaceuticals Ltd)
32401411000001108,Dexamethasone 8mg soluble tablets sugar free (A A H Pharmaceuticals Ltd)
32418811000001100,Dexamethasone 8mg soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd)
32418911000001104,Dexamethasone 8mg soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd)
34743611000001100,Glensoludex 8mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd)
34743711000001104,Glensoludex 8mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd)
37603011000001104,Dexamethasone 8mg soluble tablets sugar free (DE Pharmaceuticals)
37603111000001104,Dexamethasone 8mg soluble tablets sugar free (DE Pharmaceuticals)
32071911000001104,Dexamethasone 4mg soluble tablets sugar free
31961611000001104,Dexamethasone 4mg soluble tablets sugar free
31961811000001108,Dexamethasone 4mg soluble tablets sugar free (Glenmark Pharmaceuticals Europe Ltd)
31962011000001104,Dexamethasone 4mg soluble tablets sugar free (Glenmark Pharmaceuticals Europe Ltd)
32401111000001104,Dexamethasone 4mg soluble tablets sugar free (A A H Pharmaceuticals Ltd)
32401211000001108,Dexamethasone 4mg soluble tablets sugar free (A A H Pharmaceuticals Ltd)
32418611000001100,Dexamethasone 4mg soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd)
32418711000001108,Dexamethasone 4mg soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd)
34743411000001104,Glensoludex 4mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd)
34743511000001100,Glensoludex 4mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd)
37602811000001104,Dexamethasone 4mg soluble tablets sugar free (DE Pharmaceuticals)
37602911000001104,Dexamethasone 4mg soluble tablets sugar free (DE Pharmaceuticals)
32611811000001104,Prednisolone 1mg gastro-resistant tablets
32584411000001104,Prednisolone 1mg gastro-resistant tablets
32584711000001104,Prednisolone 1mg gastro-resistant tablets (Phoenix Labs Ltd)
32585011000001108,Prednisolone 1mg gastro-resistant tablets (Phoenix Labs Ltd)
33425811000001104,Prednisolone 1mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)
33425911000001100,Prednisolone 1mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)
33428411000001104,Prednisolone 1mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)
33428511000001104,Prednisolone 1mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)
37130011000001104,Prednisolone 1mg gastro-resistant tablets (Mawdsley-Brooks & Company Ltd)
37130111000001104,Prednisolone 1mg gastro-resistant tablets (Mawdsley-Brooks & Company Ltd)
37778311000001104,Prednisolone 1mg gastro-resistant tablets (DE Pharmaceuticals)
37778411000001104,Prednisolone 1mg gastro-resistant tablets (DE Pharmaceuticals)
32781411000001104,Prednisolone 30mg tablets
32774311000001100,Prednisolone 30mg tablets
32774411000001108,Prednisolone 30mg tablets (Accord Healthcare Ltd)
